DELIVERY_ID,CONSUMER_ID,STORE_ID,ITEM_ID,ITEM_NAME,MENU_ID,MENU_NAME,CATEGORY_NAME,DESCRIPTION,UNIT_PRICE,ORIGINAL_ITEM_PRICE,SUBTOTAL,IS_GROUP_ORDER,CREATED_AT,ACTIVE_DATE,TIMEZONE,ORDER_ITEM_QUANTITY,ACTUAL_DELIVERY_TIME_LOCAL,DELIVERY_DURATION_MINUTES,LOCAL_HOUR,DAY_OF_WEEK,DAY_TYPE,ORDER_ITEM_ID
259259335318,1125900194785522,33980135,26652030137,Avocado Dragon Dream,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series,"A vibrant avocado kale smoothie enriched with the tropical flavors of dragon fruit and creamy coconut pudding, offering a refreshing and exotic taste experience with a velvety finish.",1174,1099,1174,TRUE,2025-07-02 20:38:26,2025-07-02,US/Pacific,1,2025-07-02 14:55:22,77,14,3,weekday,3000021544715573
259259335318,1125900194785522,33980135,26652030132,Signature Avocado Smoothie with Chia Seed,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series,"Avocado kale smoothie with yogurt, chia seeds and oat popping boba. A creamy avocado kale smoothie infused with yogurt, chia seeds, and playful oat popping boba, delivering a delightful mix of freshness, nutrition, and fun textures in every sip.",999,999,999,TRUE,2025-07-02 20:38:26,2025-07-02,US/Pacific,1,2025-07-02 14:55:22,77,14,3,weekday,3000021544715576
316864322947,1125900194785522,24469896,9904691783,Yang's Curry Beef Brisket Rice Bowl,26491948,Yang's Braised Chicken Rice (Cupertino) (All Day) Otter (02/26/24)-allday,Third Party,,2198,1799,2198,FALSE,2025-07-02 22:24:11,2025-07-02,US/Pacific,1,2025-07-02 16:02:09,38,16,3,weekday,3000021547983318
234056455194,1125900194785522,31944,25144679567,Szechwan Style Boiled Beef(Spicy),66196547,Full Menu <---> 6805c9ee18ca136e0dffb8c5,Beef/Lamb,,2399,2399,2399,FALSE,2025-07-07 19:57:51,2025-07-07,US/Pacific,1,2025-07-07 13:26:23,29,13,1,weekday,3000021678866365
335637706856,1125900194785522,145210,23266914634,Classic Tender Box,1572457,Starbird Chicken (All Day) POS 7/1/20-allday,Tender Boxes,"House seasoning, choice of house made sauces",1797,0,1797,TRUE,2025-07-08 3:43:13,2025-07-08,US/Pacific,1,2025-07-07 21:01:56,18,21,1,weekday,3.00002E+15
335637706856,1125900194785522,145210,26230598803,Sesame Ramen Crunch - NEW!,1572457,Starbird Chicken (All Day) POS 7/1/20-allday,Seasonal Specials,"Crispy chicken, romaine & cabbage blend, shredded carrots, cucumber, edamame, pickled red daikon, crispy ramen noodles, green onions, cilantro, sesame seeds, house-made sriracha aioli drizzle, house-made Yuzu Sesame Dressing. ",1597,1597,1597,TRUE,2025-07-08 3:43:13,2025-07-08,US/Pacific,1,2025-07-07 21:01:56,18,21,1,weekday,3000021691838441
335637706856,1125900194785522,145210,23267003630,Thai Chicken Salad,1572457,Starbird Chicken (All Day) POS 7/1/20-allday,Salads,"Sweet Thai Crispy Tenders, romaine cabbage blend, cucumbers, carrots, Asian herb mix, crispy shallots, toasted sesame seeds, Green Papya Dressing, Spicy Herb Aioli ",1697,1597,1697,TRUE,2025-07-08 3:43:13,2025-07-08,US/Pacific,1,2025-07-07 21:01:56,18,21,1,weekday,3000021691838443
335637706856,1125900194785522,145210,23267053641,Rainbow Slaw,1572457,Starbird Chicken (All Day) POS 7/1/20-allday,Sides & Add Ons,"Kale, red & green cabbage, carrots, creamy citrus dressing",397,397,397,TRUE,2025-07-08 3:43:13,2025-07-08,US/Pacific,1,2025-07-07 21:01:56,18,21,1,weekday,3000021691838442
347000103874,1125900194785522,718429,147571460,A6. South Sea Pie (3),1382235,Nutrition Restaurant (All Day) (North Wolfe Road) 04.17.20 WF,Dim Sum,,1199,1199,1199,FALSE,2025-07-08 22:40:29,2025-07-08,US/Pacific,1,2025-07-08 16:32:20,52,16,2,weekday,3000021708682487
347000103874,1125900194785522,718429,147571463,A9. Jingdu Beef Cake (3),1382235,Nutrition Restaurant (All Day) (North Wolfe Road) 04.17.20 WF,Dim Sum,,1599,1599,1599,FALSE,2025-07-08 22:40:29,2025-07-08,US/Pacific,1,2025-07-08 16:32:20,52,16,2,weekday,3000021708682486
330884090852,1125900194785522,145210,23267086921,Churros,1572457,Starbird Chicken (All Day) POS 7/1/20-allday,Treats,6 sugar dusted churros served with maple syrup.,397,397,397,FALSE,2025-07-10 19:32:40,2025-07-10,US/Pacific,1,2025-07-10 13:04:42,32,13,4,weekday,3000021755828645
330884090852,1125900194785522,145210,23267088783,12 Wings,1572457,Starbird Chicken (All Day) POS 7/1/20-allday,Wings,12 wings and a choice of 2 house-made sauces.,1797,0,1797,FALSE,2025-07-10 19:32:40,2025-07-10,US/Pacific,1,2025-07-10 13:04:42,32,13,4,weekday,3000021755828644
270131327163,1125900194785522,1519794,418263010,B03. Pot-Roasted Beef Tendon & Brisket Square    紅燒燉牛腩方,2049558,"Orange Square (All Day)( 2605 Homestead Road, Santa Clara, CA) 04-19-2021",Delicious Bento Square - 橘子堂便當,"B03. Pot-Roasted Beef Tendon & Brisket Square 紅燒燉牛腩方(Random Side Dishes)
- Premium beef tendon & brisket cut to stew chunks, pot-roasted for hours with OSQ secret sauce.
- 紅燒牛腩其精髓在於料好、汁濃、肉入味。鬆軟的米飯澆上香濃的牛腩湯汁，讓人欲罷不能。",2069,2069,2069,FALSE,2025-07-14 18:14:39,2025-07-14,US/Pacific,1,2025-07-14 11:47:03,33,11,1,weekday,3000021866657162
286907494685,1125900194785522,24469896,9904691784,Yang's Braised Short Rib Bowl,26491948,Yang's Braised Chicken Rice (Cupertino) (All Day) Otter (02/26/24)-allday,Third Party,"Braised short rib with our signature sauce with a choice of rice, rice noodles or flat rice noodle.",2199,1699,2199,FALSE,2025-07-15 18:22:57,2025-07-15,US/Pacific,1,2025-07-15 12:07:26,45,12,2,weekday,3000021892035684
251444287565,1125900194785522,33980135,26652030137,Avocado Dragon Dream,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series,"A vibrant avocado kale smoothie enriched with the tropical flavors of dragon fruit and creamy coconut pudding, offering a refreshing and exotic taste experience with a velvety finish.",1174,1099,1174,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225742
251444287565,1125900194785522,33980135,26652030147,Yogurt Mulberry Breeze,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Fresh Fruit Series,"Black mulberry smoothie with jasmine tea, fresh black mulberry pieces and yogurt. A creamy smoothie combining black mulberries and jasmine tea, enriched with yogurt for a smooth, tangy twist and a harmonious blend of rich fruitiness and delicate floral notes.",999,999,999,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225743
251444287565,1125900194785522,33980135,26652030137,Avocado Dragon Dream,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series,"A vibrant avocado kale smoothie enriched with the tropical flavors of dragon fruit and creamy coconut pudding, offering a refreshing and exotic taste experience with a velvety finish.",1099,1099,1099,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225747
251444287565,1125900194785522,33980135,26652030147,Yogurt Mulberry Breeze,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Fresh Fruit Series,"Black mulberry smoothie with jasmine tea, fresh black mulberry pieces and yogurt. A creamy smoothie combining black mulberries and jasmine tea, enriched with yogurt for a smooth, tangy twist and a harmonious blend of rich fruitiness and delicate floral notes.",1074,999,1074,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225749
251444287565,1125900194785522,33980135,26652030140,Durian Blossom,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Sultan Durian Series,"Jasmine milk tea with durian and daifuku. A creamy fusion of durian paste and jasmine milk tea, balanced with cane sugar and soft Daifuku mochi for a unique blend of exotic and sweet flavors.",1274,1199,1274,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225746
251444287565,1125900194785522,33980135,26652030147,Yogurt Mulberry Breeze,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Fresh Fruit Series,"Black mulberry smoothie with jasmine tea, fresh black mulberry pieces and yogurt. A creamy smoothie combining black mulberries and jasmine tea, enriched with yogurt for a smooth, tangy twist and a harmonious blend of rich fruitiness and delicate floral notes.",999,999,999,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225745
251444287565,1125900194785522,33980135,26652030135,Mango Avocado Twist,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series," Avocado kale smoothie with mango and coconut pudding. A creamy avocado kale smoothie blended with tropical mango and velvety coconut pudding, offering a refreshing and indulgent fusion of vibrant and smooth flavors.",1049,1049,1049,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3.00002E+15
251444287565,1125900194785522,33980135,26652030151,Osmanthus Milk Tea,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Fresh Milk Tea Series,"Osmanthus green tea with milk. A fragrant blend of osmanthus green tea with whole milk, and cane sugar, offering a creamy, aromatic, and subtly sweet flavor.",749,749,749,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225748
251444287565,1125900194785522,33980135,26652030135,Mango Avocado Twist,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series," Avocado kale smoothie with mango and coconut pudding. A creamy avocado kale smoothie blended with tropical mango and velvety coconut pudding, offering a refreshing and indulgent fusion of vibrant and smooth flavors.",1124,1049,1124,TRUE,2025-07-16 22:36:58,2025-07-16,US/Pacific,1,2025-07-16 16:25:58,49,16,3,weekday,3000021924225744
255591476680,1125900194785522,69763,11625880661,Poke Bowl - Large   (3 Proteins),31502749,Pokeworks (Mountain View) POS MENU 01-11-24-allday,Poke Your Way,"Mix up to 3 proteins with your choice of mix-ins, toppings, flavor, and base.",2275,2215,2275,FALSE,2025-07-16 23:19:07,2025-07-16,US/Pacific,1,2025-07-16 17:10:53,51,17,3,weekday,3000021925777883
230984572341,1125900194785522,24251252,6612208070,Sausage & Egg McMuffin®,18205594,2022-11-21-breakfast,Most Popular,"Start your day off with a McDonald’s Sausage McMuffin with Egg breakfast sandwich. Our Sausage Egg McMuffin recipe features a savory hot sausage, a slice of melty American cheese and a delicious, freshly cracked egg all on a freshly toasted English muffin.",789,789,8679,FALSE,2025-07-17 15:05:21,2025-07-17,US/Pacific,11,2025-07-17 8:39:56,34,8,4,weekday,3000021938723228
230984572341,1125900194785522,24251252,6612211398,Hash Browns,18205594,2022-11-21-breakfast,Hash Browns and Sides,Deliciously tasty and perfectly crispy. Features shredded potato hash brown patties that are prepared so they’re fluffy on the inside and crispy and toasty on the outside. Pair our Hash Browns with your favorite McDonald's Breakfast Menu items.,429,429,4719,FALSE,2025-07-17 15:05:21,2025-07-17,US/Pacific,11,2025-07-17 8:39:56,34,8,4,weekday,3000021938723229
331499538720,1125900194785522,33967617,25098304022,Coffee Traveler – Pike Place® Roast,65577751,Menu,Hot Coffee,"A convenient carrier filled with 96 fl oz of our featured brewed medium roast coffee (equivalent of twelve 8 fl oz cups)—a perfect pick-me-up for meetings, picnics or whatever occasion calls for coffee.",2715,2715,2715,FALSE,2025-07-17 15:08:13,2025-07-17,US/Pacific,1,2025-07-17 8:35:11,27,8,4,weekday,3000021938786484
226559706339,1125900194785522,23460558,3387161564,A21. Cheese Creme Strawberry Crush 芝芝莓莓,13323346,Orange Square (All Day) (Lundy Ave) 05.26.22,Cheese Creme (Refreshing Drinks),"Key ingredients - fresh strawberry, cheese creme, and green tea.",759,759,759,FALSE,2025-07-18 21:15:22,2025-07-18,US/Pacific,1,2025-07-18 14:52:57,37,14,5,weekday,3000021976865556
226559706339,1125900194785522,23460558,3387161614,S02. Basil S&P Popcorn Chicken 夜市鹽酥雞,13323346,Orange Square (All Day) (Lundy Ave) 05.26.22,Tasty Snack & Appetizer 橘子堂小吃,"Golden, crunchy chicken bites with tender, juicy meat, garnished with basil and infused with a rich garlic aroma. Options: No Spicy, Spicy (Chili Powder on the Side).

脆多汁香嫩可口的鹽酥雞，外皮酥脆金黃，裡面的雞肉蒜香撲鼻，鮮嫩多汁.",1149,1149,2298,FALSE,2025-07-18 21:15:22,2025-07-18,US/Pacific,2,2025-07-18 14:52:57,37,14,5,weekday,3000021976865555
210932147734,1125900194785522,667371,621862053,梅干菜扣肉（无法改辣度）Steamed Pork Belly with Preserved Vegetables,1291497,Hunan Impression  (San Jose) 01/30/2021,Most Popular Dishes 经典热销菜,,2750,2750,2750,FALSE,2025-07-23 20:21:13,2025-07-23,US/Pacific,1,2025-07-23 14:26:52,65,14,3,weekday,3000022110053525
222170324043,1125900194785522,568127,73486783,Twice Cooked Pork with Leeks  蒜苗回鍋肉,766799,JX Cuisine (Santa Clara) (All Day) (Santa Clara) 01.02.22,Pork 豬肉,Mild spicy 微辣.,1999,1999,1999,FALSE,2025-07-25 0:12:18,2025-07-25,US/Pacific,1,2025-07-24 17:56:10,44,17,4,weekday,3000022145002132
328528950975,1125900194785522,23667063,10430797700,Crunchy California Roll,28551346,Full Menu <---> 653da5a705ff4e02a741c75e,Deep Fried Roll 炸卷,"Ddep Fried California Roll, Topped w.Spicy Mayo Unagi Sauce, Sesame Seed &^ Green Onion
",1399,1399,2798,FALSE,2025-07-25 20:26:39,2025-07-25,US/Pacific,2,2025-07-25 14:05:14,39,14,5,weekday,3000022164792233
245606905625,1125900194785522,23389526,6555670420,Kung Pao Chicken/宫保鸡丁,18170917,3rd Party Menu,Chef Special,,2099,2099,2099,FALSE,2025-07-28 19:35:13,2025-07-28,US/Pacific,1,2025-07-28 13:07:27,32,13,1,weekday,3000022247413204
330077325038,1125900194785522,1308562,562851383,酱肉火烧Pulled Pork Sandwich （4pcs）,1880891,花溪王Mifen101 (All Day) (841 Villa St) 11.14.20,Bun & Dumpling,,1399,1399,1399,FALSE,2025-08-12 21:10:26,2025-08-12,US/Pacific,1,2025-08-12 14:45:57,35,14,2,weekday,3.00002E+15
330077325038,1125900194785522,1308562,814067318,Beijing Style Yogurt w. Purple Rice紫米酸奶,1880891,花溪王Mifen101 (All Day) (841 Villa St) 11.14.20,Appetizer & Drinks,,599,599,599,FALSE,2025-08-12 21:10:26,2025-08-12,US/Pacific,1,2025-08-12 14:45:57,35,14,2,weekday,3000022659033791
296979889365,1125900194785522,33980135,26652030135,Mango Avocado Twist,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series," Avocado kale smoothie with mango and coconut pudding. A creamy avocado kale smoothie blended with tropical mango and velvety coconut pudding, offering a refreshing and indulgent fusion of vibrant and smooth flavors.",1049,1049,1049,TRUE,2025-08-13 20:51:12,2025-08-13,US/Pacific,1,2025-08-13 14:41:52,50,14,3,weekday,3000022683486177
296979889365,1125900194785522,33980135,26652030135,Mango Avocado Twist,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series," Avocado kale smoothie with mango and coconut pudding. A creamy avocado kale smoothie blended with tropical mango and velvety coconut pudding, offering a refreshing and indulgent fusion of vibrant and smooth flavors.",1124,1049,1124,TRUE,2025-08-13 20:51:12,2025-08-13,US/Pacific,1,2025-08-13 14:41:52,50,14,3,weekday,3000022683486175
296979889365,1125900194785522,33980135,26652030143,Yogurt Grape Breeze,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Fresh Fruit Series," A smooth and refreshing blend of green grapes and jasmine tea, combined with yogurt for a creamy texture and topped with additional green grapes for a burst of fruity flavor.",1074,999,1074,TRUE,2025-08-13 20:51:12,2025-08-13,US/Pacific,1,2025-08-13 14:41:52,50,14,3,weekday,3000022683486179
296979889365,1125900194785522,33980135,26652030136,Rich Avocado Smoothie,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series,"A creamy avocado kale smoothie combined with tangy yogurt and topped with oat popping boba, creating a refreshing and fun blend of smooth and textured flavors.",1099,1099,1099,TRUE,2025-08-13 20:51:12,2025-08-13,US/Pacific,1,2025-08-13 14:41:52,50,14,3,weekday,3000022683486178
296979889365,1125900194785522,33980135,26652030135,Mango Avocado Twist,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series," Avocado kale smoothie with mango and coconut pudding. A creamy avocado kale smoothie blended with tropical mango and velvety coconut pudding, offering a refreshing and indulgent fusion of vibrant and smooth flavors.",1049,1049,1049,TRUE,2025-08-13 20:51:12,2025-08-13,US/Pacific,1,2025-08-13 14:41:52,50,14,3,weekday,3000022683486176
296979889365,1125900194785522,33980135,26652030133,Strawberry Avocado Smoothie,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series,"A creamy avocado kale smoothie blended with fresh strawberries and silky yogurt, delivering a refreshing mix of rich, tangy, and nutritious flavors.",999,999,999,TRUE,2025-08-13 20:51:12,2025-08-13,US/Pacific,1,2025-08-13 14:41:52,50,14,3,weekday,3.00002E+15
296979889365,1125900194785522,33980135,26652030135,Mango Avocado Twist,72282347,Menu <---> 6847cd7e5f08a306f9e86d69,Avocado Series," Avocado kale smoothie with mango and coconut pudding. A creamy avocado kale smoothie blended with tropical mango and velvety coconut pudding, offering a refreshing and indulgent fusion of vibrant and smooth flavors.",1049,1049,1049,TRUE,2025-08-13 20:51:12,2025-08-13,US/Pacific,1,2025-08-13 14:41:52,50,14,3,weekday,3000022683486174
350048124935,1125900194785522,24845885,7789718858,Pork & Green Onion Bao Mini Bao/6 pcs(猪肉大葱小包),20638181,Danacious Dumpling (All Day) (Saratoga Ave) 03.26.23,Classic,,928,928,928,FALSE,2025-08-13 23:17:37,2025-08-13,US/Pacific,1,2025-08-13 16:58:46,41,16,3,weekday,3000022688646152
350048124935,1125900194785522,24845885,7789739288,Date Soy Milk/红枣豆浆,20638181,Danacious Dumpling (All Day) (Saratoga Ave) 03.26.23,Porridge,,450,450,450,FALSE,2025-08-13 23:17:37,2025-08-13,US/Pacific,1,2025-08-13 16:58:46,41,16,3,weekday,3000022688646154
350048124935,1125900194785522,24845885,7789718866,Chives and Egg  Medium Bao/4pcs(韭菜鸡蛋中包),20638181,Danacious Dumpling (All Day) (Saratoga Ave) 03.26.23,Classic,,968,968,968,FALSE,2025-08-13 23:17:37,2025-08-13,US/Pacific,1,2025-08-13 16:58:46,41,16,3,weekday,3000022688646153
251568255707,1125900194785522,54376,2431483853,Honey Walnut Shrimp,12721295,2020.06.01-allday-allday,A La Carte,"Large tempura-battered shrimp, wok-tossed in a honey sauce and topped with glazed walnuts.",1405,0,1405,FALSE,2025-08-14 21:44:14,2025-08-14,US/Pacific,1,2025-08-14 15:13:44,29,15,4,weekday,3000022712536051
251568255707,1125900194785522,54376,2431483851,The Original Orange Chicken,12721295,2020.06.01-allday-allday,A La Carte,,650,0,650,FALSE,2025-08-14 21:44:14,2025-08-14,US/Pacific,1,2025-08-14 15:13:44,29,15,4,weekday,3.00002E+15
280547887302,1125900194785522,1308562,355932237,凉拌豆皮Tofu Skin Salad,1880891,花溪王Mifen101 (All Day) (841 Villa St) 11.14.20,Cold Dishes,,999,999,999,FALSE,2025-08-18 18:32:48,2025-08-18,US/Pacific,1,2025-08-18 11:57:33,25,11,1,weekday,3000022821633107
280547887302,1125900194785522,1308562,562851383,酱肉火烧Pulled Pork Sandwich （4pcs）,1880891,花溪王Mifen101 (All Day) (841 Villa St) 11.14.20,Bun & Dumpling,,1399,1399,1399,FALSE,2025-08-18 18:32:48,2025-08-18,US/Pacific,1,2025-08-18 11:57:33,25,11,1,weekday,3000022821633106
318005723177,1125900194785522,23389526,6555670420,Kung Pao Chicken/宫保鸡丁,18170917,3rd Party Menu,Chef Special,,2099,2099,2099,FALSE,2025-08-19 20:04:35,2025-08-19,US/Pacific,1,2025-08-19 13:28:36,24,13,2,weekday,3000022847706826
